id,img,label,text,llava_rewrite
70914,img/70914.png,1,tattoos are bad for your health i know 5 million people that had tattoos and they all died,"Tattoos are bad for your health, I know. 5 million people that had tattoos and they all died."
79351,img/79351.png,1,jew mad? get fuhrerious!,"You're a content safety editor for internet memes.
Your job is to rewrite short meme text and generate new images so that the new meme is safe and non offensive while keeping"
97180,img/97180.png,1,if there is no race it can't be homicide,"If there is no race, it can't be homicide."
15872,img/15872.png,1,when you come home from a long day of suicide bombinb and your wife gives you this look,"When you return from a long day of dealing with a suicide bombinb, your spouse presents you with this facial expression."
93547,img/93547.png,1,d.j. osama spin laden droppin' beats like the twin towers,D.J. Osama spin laden droppin' beats like twin towers.
74386,img/74386.png,1,we said we would never forget why are you voting them into our government?,"We said we would never forget, why are you voting them into our government?"
59613,img/59613.png,1,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,"You had my curiosity, but now you have my attention."
52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,"I'm tired of politics, so here's a picture of Michelle Obama riding a horse."
90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals","Relax, Mexican friends. You're not rapists, drug lords or criminals. You're just friends and family enjoying a meal together. Let's unwind and"
54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,When you accidentally shoot a black kid but end up killing a squirrel.
74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,What's the difference between a Jew and a pizza? A pizza doesn't scream when you put it in the oven.
6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion","Coming soon to your neighborhood, 300,000 Islamic heathens demanding the USA change to suit their sick religion."
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,What kind of punch can take out 20 kids and 6 adults? A Sandy Hook.
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,"We can kill as many as we want, but your stupid government keeps bringing us in."
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash","If you're vaping inside a McDonald's, inside a Walmart... that's the turducken of white trash."
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,What do you call a person with intellectual disabilities? Inclusive.
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,A black and white photo of a man with a beard and a nose piercing is shown. The man is dressed in a feathery outfit and is wearing a beaded necklace
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,"When I was a boy, we didn't have things like ADHD. It was called being a little troublemaker."
93072,img/93072.png,1,"black people black people ""why would white america do this?""","Black people ""why would white america do this?"""
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens","If you hold a black baby to your ear, you can hear the police sirens."
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,"I'm not transphobic, I just think trans people shouldn't exclude themselves."
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,"I'm uncertain where I stand on abortion. I like the killing babies, but hate the idea of giving women a choice."
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,Literally nobody: white people sitting at the bar: can you put it on the golf channel?
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,What's the difference between Santa and the Jews? Santa goes down the chimney.
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,It's ma'am!! yoooouu lookah like a woman.
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"Subway is similar to hiring a maid, you pay someone else to do your wife's job."
20736,img/20736.png,1,go be gay somewhere else,Revised meme text: Why don't you go be gay somewhere else?
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god: *cre
34901,img/34901.png,1,gays aids it really be like that,"Gays aids, it really be like that."
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"Islam is the religion of peace! If you don't agree, I kill you!"
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,The look you give when the bubbles in the pool are pulsating your pussy. Just kidding. She's retarted and that's her normal face.
43612,img/43612.png,1,racing for pink slips in africa,Rewritten meme text: Rushing for pink slips in Africa.
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","We kill you on 9/11 and you elect 3 of us to congress, misguided non-believers!"
51763,img/51763.png,1,go be gay somewhere else,Go be gay somewhere else.
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,I got a bootleg copy of a Muslim porn deep goat.
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,Revised meme text: Cute getting ready to start kid. Her life was too bad; she's already fk'n dead. Raped and murdered by an illegal immigr
76250,img/76250.png,1,chillin with my chromies,Chilling with my chromies.
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,Who cares if Americans are offended by illegal immigration?
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"When she says she likes hung black men, hold up and take her back to your place. Then, she starts tying a noose."
48106,img/48106.png,1,fuck islam,Islam is a religion that is practiced by many people around the world. It is not a belief system that is meant to be disrespected or mocked. It is important to be respectful
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","A German SS soldier is seen punishing a young Jewish boy by sticking a sharp spear in his rectum. This scene took place in Auschwitz concentration camp, Poland, in 1"
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,Cadbury's Halal Cream Eggs now available in special edition.
93521,img/93521.png,1,ever notice that christians are bad drivers,Ever notice that Christians are bad drivers?
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"Marines are known to be tough, but they also have a strong moral code. It is a proven fact that Islamic radicals are less prone to violent acts after they've been"
8593,img/08593.png,1,18 years later,18 years later
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"Keep up the good work, heroin."
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","Gee, I'd like to detonate a bomb in that church, but I got a thing at 5, couldn't Abdul do it?"
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","Lesbians should not be allowed to buy dildos. You made your choice, bitch. Now, live with it!"
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","It happened, Mom, a black guy gave me a complement. Oh, honey, I'm so sorry. That means you need to lose about 30 pounds."
98362,img/98362.png,1,it's ma'am look i found a penis,"It's ma'am, I found a penis."
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,New meme text: Imagine where Jimmy went during the bombing? Everywhere.
71364,img/71364.png,1,obama voters,Obama voters
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,How could this happen in the current year? When it's 2019 and there are still people who refuse to celebrate rectal wart sex?
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","How many times do we need to teach you this lesson, you tranny freaks?"
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,Why is it bad to be a black Jew? Because you have to sit at the back of the oven.
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","When you hear them yelling ""Allahu Akbar,"" just shoot them before they blow up a bomb, or start stabbing and shooting people."
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""America has taken the jewels of God, his jewelry. The Negroes, they are the true Hebrews."""
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"Wants you to accept him for being a girl, but he couldn't accept himself at birth."
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"I hate all fucking jews, they are scum of the earth."
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,A man with a beard and mustache gives a thumbs up.
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","He's making a list, checking it twice gonna find out who's getting deported by i.c.e."
17205,img/17205.png,1,i win again! parkinson's center,You've won again! Parkinson's Disease.
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""Fuck Allah, fuck Muslims and fuck Islam. And if you don't like what I say, then fuck you."""
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"You may be a racist if:

Your response to a question from an African American is to mention the inner city 25 times."
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"When I was a kid, I thought black people were made from anal sex."
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","A girl asks her mom, ""Why am I black and you're white?"" She says, ""The way that party went, you're lucky you don't bark."""
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,Government officials dislike him!
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","I didn't hear the question ... ...but the answer is, people can be prejudiced."
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,Smiling man in a kitchen with a coffee maker and a microwave. He is wearing a grey sweater and sitting in a chair. The image is a play on the idea of
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""Come on our Shame Tour! We will show you how to murder babies and harass the elderly."""
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","White people don't shoot each other in the streets like black people do. We do it in schools, because we have class."
70435,img/70435.png,1,this one time at camp we got so baked,"Once upon a time, at a camp, we got so baked."
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,Never had one before... what? a room to yourself? a pretty white lady.
80361,img/80361.png,1,thanks trump for my new job making america white again,New meme text: Thanks Trump for my new job growing America.
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""For guys that like it nice and slow, gimme a call."""
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","I apologize to Allah... I find it hard to comprehend why I am permitted to behead my adversaries and unite with young ladies, but I cannot partake in consuming a"
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,Get ready for your future white folks...
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","A family posing for a picture, including Colin Kaepernick and his family members."
68507,img/68507.png,1,black chicks even the white ones are ugly,Even the white ones are beautiful.
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"Holocaust jokes may be offensive to some, but they are an important part of history. It's important to remember and learn from the past, rather than trying to ignore it."
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"When your goat tells you she ain't on the pill, she's just saying she's not on the pill."
91704,img/91704.png,1,when you finger a girl from auschwitz,A girl from Auschwitz.
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"Teacher: ""Today we'll learn how to use the ovens.""
German kid: ""I already know how to use the ovens, I'm a German kid"
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""Ariana Grande is love!"" - a goat"
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""Ariana Grande August 2017 Hillary Clinton Rally"" becomes ""Ariana Grande August 2017 Hillary Clinton Rally (edited)"
94351,img/94351.png,1,hmmm minyoda i am beat women i must,Hmmm...minyoda i am beat women i must.
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","New for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant. In compliance with sharia law, you can"
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,What's Hillary's favorite pizza? Little seizures.
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"When the Muslim kid you bullied starts counting backwards, it's time to reconsider your actions."
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""Alright class, bring out your calculators."""
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","As Muslims, our Quran orders us to immigrate to other countries, replace their governments with Sharia law, orders the murder of Christians, Jews, and all gay people,"
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"I didn't choose the tranny life, the tranny life chose me."
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"All those in favor of bringing Swedish women to America as refugees, instead of Muslims, please like and share."
16490,img/16490.png,1,i said glass of juice not gas the jews,I said glass of juice not gas the Jews.
52903,img/52903.png,1,throwing off a gay one with the boys,Revised meme text: Jumping off a pier with friends
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","We will not harm every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we will not touch Israel. Why is that?"
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","Racism exists among all races in the world. White people are better at it, like most things."
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"Black people are often seen as criminals due to stereotypes. It's important to remember that these stereotypes exist for a reason, but it doesn't mean that all"
42387,img/42387.png,1,any girls a squirter if you sever an artery,"A woman wearing boots and a man wearing glasses sit together, smiling and enjoying each other's company."
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"The transgender, your girlfriend you've been fucking."
72531,img/72531.png,1,indians evolution after 15august1947,Evolution After 15 August 1947
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,I was talking to this liberal woman in a bar who suggested that I should be more open to Muslim culture. So I raped her.
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","She literally tweeted ""let's make gas chambers great again"""
38704,img/38704.png,1,chicken niggers,Chicken niggers
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"My dad used to be the best at hide and seek. He's been gone for 15 years, but I still remember the good times we had together."
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,Your purchase of $19.99 comes to $21.36 after theft.
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"When you're a Nazi officer, and someone gives you the name and location of a Jewish family."
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,What's the difference between a cow and the holocaust? You can't milk a cow for 75 years.
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,When the chow mein was on point but you kinda miss your cat.
76034,img/76034.png,1,my momma... momma says girls are the devil,My momma... momma says girls are the devil.
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"A chimpanzee and a gorilla look at the camera. The gorilla is smiling and has a ""DC is better than Marvel"" sign."
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"When they ask why you dropped the Muslim kid off from school to give the parents back their bomb, give them a knowing look and say, ""It's not what it seems."""
85062,img/85062.png,1,who let this retard in this group,Who let this retard in this group?
89740,img/89740.png,1,africa 100 years ago africa today + aids,"Africa 100 years ago, Africa today + AIDS."
61802,img/61802.png,1,black friday sale,A man with a striped shirt is leading a group of people near the water.
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","Roses are red, violets are blue,
Americans are rapists, and so am I."
34920,img/34920.png,1,the smell of not wearing deoderant,The Smell of Not Wearing Deoderant
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"When you're shooting up the school and the cops shoot the black kid that's running away, you're going to jail."
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,They trained you to hate the only man with the balls to stand up to them.
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","When you express your feelings to a white person, it's not always easy. Sometimes, they don't understand. Like when you're upset and you tell them, ""There you"
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""Why do you get upset when you need to punch a hole in the wall?"""
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"When you see another black person getting their ass whipped by the cops, remember to stop breaking the law."
62435,img/62435.png,1,wing wing wing herro? thats racist,wing wing wing herro? Thats racist.
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"Won't let me tell you something brother, fuck niccfps."
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","One day, there lived a woman who did not whine, nag or bitch. It was a long time ago, and it was just one day."
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","Rewritten meme text: ""Muslims have always played a part in American history, dating back to colonial times. They were often involved in piracy and acts of terrorism during"
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"Muslims in 2001 called for the defunding of Homeland Security. In 2019, there are Muslims in Congress."
58604,img/58604.png,1,i got 99 problems and chromosomes are one,I got 99 problems and chromosomes are one.
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"In 2050, Sweden will have a diverse population, including Muslims and Africans. The last real Swede will be executed."
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already"""
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""judgement day will not come until the muslims fight the jews and kill them"" has been removed due to its offensive and discriminatory nature."
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,What's the difference between a Jew and a pizza? A pizza doesn't scream in the oven.
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","To see better, sometimes, Asians switch to fullscreen view."
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"Mohammed was a pedophile and a rapist, true story."
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,Islam is the religion of peace! Don't believe me? Then I will blow you up.
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","So I was going down on my grandma the other night, and I tasted horse semen. I stopped for a second and thought, ""Is this how she died?"""
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"I'm supporting Trump, and Whitetrash lives matter, from the Hoosier State."
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,To all you saltwater whiteback supremacists... ...your uber is here!!!
81094,img/81094.png,1,new swing set installed at linkin park,A new swing set was installed at Linkin Park.
13096,img/13096.png,1,virgin sheep running from horny muslims,Sheep running from horny Muslims.
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","What do you mean by: ""you're a hero ...and you have to leave.""? Come on dude, let me in."
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"When you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willy, and your made-up gender doesn't protect your willy"
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"This is my wife, and it is 100% legal under sharia law, that is a fact. Coming to a city near you."
82134,img/82134.png,1,the test results are in and... you are a nigger,The test results are in and... you are a nigger
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"They say a woman's work is never done, mayhaps that's why they get paid less."
52974,img/52974.png,1,which jewish girl is hotter?,Revised meme text: Which Jewish girl is hotter?
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"In my country, I am required to keep my mouth shut. Here, I am free to discuss trash about this nation, with the hope that it can change into a country where I am comp"
59376,img/59376.png,1,a head diaper is required when you have shit for brains,A head diaper is required when you have shit for brains.
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion",Why don't you care about my future? Stop the refugee invasion.
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"I'm not sexist, sexism is wrong, and being wrong is for everyone."
96840,img/96840.png,1,what would i do if she was pregnant,What would I do if she was pregnant?
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"New meme text: Removes polish with chemicals, no one cares. Removes polish with chemicals, everyone freaks out."
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","Jesus, why don't people like me? It's because I'm black. Now, go away, little black boy."
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"I only wear silk panties, cotton ones remind me of slavery."
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,my aunt gonna make you white devils pay for her grandmother owning slaves
57284,img/57284.png,1,jolo jew only live once,New meme text: Live life to the fullest.
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","""Where did you learn to make kool-aid like that, Britney?"""
28507,img/28507.png,1,when your girl is giving you a handjob under the table,A girl is giving a boy a handjob under the table.
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"Japan reached its highest temperature ever recorded, and it's not where you're wrong, kiddo."
20183,img/20183.png,1,when you finger an arab girl,"When you touch an Arab girl, her hand turns into a mess of black goo."
7592,img/07592.png,1,justin come here the chevy faggots are mad again,Justin come here the chevy faggots are mad again.
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","If a Muslim beats his wife, is it domestic violence or child abuse?"
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,I just hate the mother fuckers who make fun of Islamaphobes.
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,What's the difference between boy scouts and Jews? Boy scouts come back from camp.
2945,img/02945.png,1,you've been hungerstruck!,You've been hungry!
64720,img/64720.png,1,randomly deciding to bake something,The man is excited to bake something.
34021,img/34021.png,1,"i put the ""ape"" in rape",Ape in rape.
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","Gods chosen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""."
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","Being transgender is not a mental illness, it's just a rejection of reality. It leads to anxiety, depression, and in some cases, self-mutilation or"
75021,img/75021.png,1,where's jaws when you need him?,Where's Jaws when you need him?
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"I only wear silk panties, cotton ones remind me of slavery."
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","Trump's rally lines are big. His ""concentration camp"" lines are yuge."
39475,img/39475.png,1,made rice krispies way before kellogg's,Made Rice Krispies way before Kellogg's
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,I am going to shoot an unarmed black citizen... no pity sex?
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,Kids shouldn't run with scissors. Lesbians shouldn't scissor with.
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"My first thought was ghosts, but it turned out to be a man stealing my TV."
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,Ready for the cupcake? Wake up and smell the bacon! We're losing our beloved America to these goat humpers. Stop being afraid of being called a
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"Nice boobs, I guess it's a tranny. OMG, a shemale."
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","Kenyans are known for their cheerful and laid-back demeanor, often compared to a group of happy sheep. Leading them is a bit like trying to chew gum while"
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"When it's the 1600s and you just arrived from Africa, the master looks after you now."
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,From Foreigners
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","These individuals are not human; they resemble people, but they are demonic entities. Despite their appearance, they are not capable of empathy or emotions such as rape, murder,"
59237,img/59237.png,1,the name's todd... retodd,The name's Todd... Retodd.
17430,img/17430.png,1,sooo gorillas really are humans,Gorillas are really humans.
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp",SMELLS LIKE A CONCENTRATION CAMP
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,Things white people do.
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","Women are like volcanoes, they stay calm for extended periods before erupting and causing destruction. Afterwards, they return to a state of calmness."
83095,img/83095.png,1,what!? no i am not asian '' '',"What? No, I am not Asian..."
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,So you think we should import Muslims... Did your grandfather import Nazis?
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,When you don't mix the Nesquik powder in your milk properly.
