id,img,label,text,llava_rewrite,rewrite_clean,toxicity_before,toxicity_after,toxicity_reduction,semantic_similarity
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"All those in favor of bringing Swedish women to America as refugees, instead of Muslims, please like and share.","All those in favor of bringing Swedish women to America as refugees, instead of Muslims, please like and share.",0.02311904914677143,0.006657556630671024,0.016461492516100407,0.963111
16490,img/16490.png,1,i said glass of juice not gas the jews,I said glass of juice not gas the Jews.,I said glass of juice not gas the Jews.,0.16256333887577057,0.14732033014297485,0.015243008732795715,0.9904388
52903,img/52903.png,1,throwing off a gay one with the boys,Revised meme text: Jumping off a pier with friends,Revised meme text: Jumping off a pier with friends,0.8407390117645264,0.00203823484480381,0.8387007769197226,0.37471005
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","We will not harm every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we will not touch Israel. Why is that?","We will not harm every man, woman, child, Shia, Sunni, Zoroastrian, Kurd, or Christian. But we will not touch Israel. Why is that?",0.9204983115196228,0.11581438034772873,0.8046839311718941,0.88590306
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","Racism exists among all races in the world. White people are better at it, like most things.","Racism exists among all races in the world. White people are better at it, like most things.",0.4116212725639343,0.41964012384414673,-0.008018851280212402,0.9738453
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"Black people are often seen as criminals due to stereotypes. It's important to remember that these stereotypes exist for a reason, but it doesn't mean that all","Black people are often seen as criminals due to stereotypes. It's important to remember that these stereotypes exist for a reason, but it doesn't mean that all",0.9737263917922974,0.053126417100429535,0.9205999746918678,0.60737145
42387,img/42387.png,1,any girls a squirter if you sever an artery,"A woman wearing boots and a man wearing glasses sit together, smiling and enjoying each other's company.","A woman wearing boots and a man wearing glasses sit together, smiling and enjoying each other's company.",0.7626184821128845,0.0009213093435391784,0.7616971727693453,-0.019889735
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"The transgender, your girlfriend you've been fucking.","The transgender, your girlfriend you've been fucking.",0.9974077343940735,0.9978870749473572,-0.0004793405532836914,0.7475913
72531,img/72531.png,1,indians evolution after 15august1947,Evolution After 15 August 1947,Evolution After 15 August 1947,0.000827961543109268,0.0006682038656435907,0.00015975767746567726,0.6339334
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,I was talking to this liberal woman in a bar who suggested that I should be more open to Muslim culture. So I raped her.,I was talking to this liberal woman in a bar who suggested that I should be more open to Muslim culture. So I raped her.,0.8416862487792969,0.8098796010017395,0.03180664777755737,0.94980115
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","She literally tweeted ""let's make gas chambers great again""","She literally tweeted ""let's make gas chambers great again""",0.0009588196990080178,0.0009588196990080178,0.0,1.0000001
38704,img/38704.png,1,chicken niggers,Chicken niggers,Chicken niggers,0.9669210910797119,0.9669210910797119,0.0,1.0000001
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"My dad used to be the best at hide and seek. He's been gone for 15 years, but I still remember the good times we had together.","My dad used to be the best at hide and seek. He's been gone for 15 years, but I still remember the good times we had together.",0.0034488935489207506,0.0007145811105147004,0.00273431243840605,0.8838064
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,Your purchase of $19.99 comes to $21.36 after theft.,Your purchase of $19.99 comes to $21.36 after theft.,0.03650696203112602,0.03445710986852646,0.0020498521625995636,0.9904339
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"When you're a Nazi officer, and someone gives you the name and location of a Jewish family.","When you're a Nazi officer, and someone gives you the name and location of a Jewish family.",0.3290961682796478,0.32598772644996643,0.0031084418296813965,0.9744558
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,What's the difference between a cow and the holocaust? You can't milk a cow for 75 years.,What's the difference between a cow and the holocaust? You can't milk a cow for 75 years.,0.20920157432556152,0.21297962963581085,-0.0037780553102493286,0.99459815
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,When the chow mein was on point but you kinda miss your cat.,When the chow mein was on point but you kinda miss your cat.,0.009700663387775421,0.0037943008355796337,0.005906362552195787,0.9941343
76034,img/76034.png,1,my momma... momma says girls are the devil,My momma... momma says girls are the devil.,My momma... momma says girls are the devil.,0.8782643675804138,0.8712902069091797,0.006974160671234131,0.9947935
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"A chimpanzee and a gorilla look at the camera. The gorilla is smiling and has a ""DC is better than Marvel"" sign.","A chimpanzee and a gorilla look at the camera. The gorilla is smiling and has a ""DC is better than Marvel"" sign.",0.8760573267936707,0.0037812788505107164,0.8722760479431599,0.56566256
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"When they ask why you dropped the Muslim kid off from school to give the parents back their bomb, give them a knowing look and say, ""It's not what it seems.""","When they ask why you dropped the Muslim kid off from school to give the parents back their bomb, give them a knowing look and say, ""It's not what it seems.""",0.12567712366580963,0.030071590095758438,0.0956055335700512,0.76794255
85062,img/85062.png,1,who let this retard in this group,Who let this retard in this group?,Who let this retard in this group?,0.8823379874229431,0.8627008199691772,0.01963716745376587,0.98160756
89740,img/89740.png,1,africa 100 years ago africa today + aids,"Africa 100 years ago, Africa today + AIDS.","Africa 100 years ago, Africa today + AIDS.",0.1057208925485611,0.06500081717967987,0.040720075368881226,0.95276326
61802,img/61802.png,1,black friday sale,A man with a striped shirt is leading a group of people near the water.,A man with a striped shirt is leading a group of people near the water.,0.0026522635016590357,0.0008692994597367942,0.0017829640419222414,0.019139776
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","Roses are red, violets are blue,
Americans are rapists, and so am I.","Roses are red, violets are blue,
Americans are rapists, and so am I.",0.7734535932540894,0.6205394268035889,0.1529141664505005,0.8447005
34920,img/34920.png,1,the smell of not wearing deoderant,The Smell of Not Wearing Deoderant,The Smell of Not Wearing Deoderant,0.07897505164146423,0.07897505164146423,0.0,1.0
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"When you're shooting up the school and the cops shoot the black kid that's running away, you're going to jail.","When you're shooting up the school and the cops shoot the black kid that's running away, you're going to jail.",0.8266120553016663,0.9356077909469604,-0.10899573564529419,0.78199
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,They trained you to hate the only man with the balls to stand up to them.,They trained you to hate the only man with the balls to stand up to them.,0.6973620057106018,0.6268104314804077,0.07055157423019409,0.99133563
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","When you express your feelings to a white person, it's not always easy. Sometimes, they don't understand. Like when you're upset and you tell them, ""There you","When you express your feelings to a white person, it's not always easy. Sometimes, they don't understand. Like when you're upset and you tell them, ""There you",0.9893519282341003,0.028609832748770714,0.9607420954853296,0.5596482
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""Why do you get upset when you need to punch a hole in the wall?""","""Why do you get upset when you need to punch a hole in the wall?""",0.4706920087337494,0.6809589862823486,-0.21026697754859924,0.6539892
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"When you see another black person getting their ass whipped by the cops, remember to stop breaking the law.","When you see another black person getting their ass whipped by the cops, remember to stop breaking the law.",0.962120771408081,0.9531014561653137,0.009019315242767334,0.90626884
62435,img/62435.png,1,wing wing wing herro? thats racist,wing wing wing herro? Thats racist.,wing wing wing herro? Thats racist.,0.5503116250038147,0.5905902981758118,-0.04027867317199707,0.989549
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"Won't let me tell you something brother, fuck niccfps.","Won't let me tell you something brother, fuck niccfps.",0.9945251941680908,0.9960047602653503,-0.0014795660972595215,0.93502635
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","One day, there lived a woman who did not whine, nag or bitch. It was a long time ago, and it was just one day.","One day, there lived a woman who did not whine, nag or bitch. It was a long time ago, and it was just one day.",0.5913294553756714,0.772486686706543,-0.18115723133087158,0.91591984
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","Rewritten meme text: ""Muslims have always played a part in American history, dating back to colonial times. They were often involved in piracy and acts of terrorism during","Rewritten meme text: ""Muslims have always played a part in American history, dating back to colonial times. They were often involved in piracy and acts of terrorism during",0.9378454089164734,0.0009897650452330709,0.9368556438712403,0.6031048
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"Muslims in 2001 called for the defunding of Homeland Security. In 2019, there are Muslims in Congress.","Muslims in 2001 called for the defunding of Homeland Security. In 2019, there are Muslims in Congress.",0.1835518330335617,0.0075705889612436295,0.17598124407231808,0.8750223
58604,img/58604.png,1,i got 99 problems and chromosomes are one,I got 99 problems and chromosomes are one.,I got 99 problems and chromosomes are one.,0.012320365756750107,0.0031123782973736525,0.009207987459376454,0.9859342
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"In 2050, Sweden will have a diverse population, including Muslims and Africans. The last real Swede will be executed.","In 2050, Sweden will have a diverse population, including Muslims and Africans. The last real Swede will be executed.",0.3269784152507782,0.3749781548976898,-0.04799973964691162,0.91482925
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""",0.006286859977990389,0.006286859977990389,0.0,0.99999994
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""judgement day will not come until the muslims fight the jews and kill them"" has been removed due to its offensive and discriminatory nature.","""judgement day will not come until the muslims fight the jews and kill them"" has been removed due to its offensive and discriminatory nature.",0.8819801807403564,0.434780091047287,0.44720008969306946,0.65100694
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,What's the difference between a Jew and a pizza? A pizza doesn't scream in the oven.,What's the difference between a Jew and a pizza? A pizza doesn't scream in the oven.,0.13739417493343353,0.08473993092775345,0.052654244005680084,0.98618054
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","To see better, sometimes, Asians switch to fullscreen view.","To see better, sometimes, Asians switch to fullscreen view.",0.0007890674169175327,0.0007576156058348715,3.145181108266115e-05,0.970019
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"Mohammed was a pedophile and a rapist, true story.","Mohammed was a pedophile and a rapist, true story.",0.8959604501724243,0.9163441061973572,-0.02038365602493286,0.9862066
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,Islam is the religion of peace! Don't believe me? Then I will blow you up.,Islam is the religion of peace! Don't believe me? Then I will blow you up.,0.9353588819503784,0.9286584258079529,0.006700456142425537,0.9904472
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","So I was going down on my grandma the other night, and I tasted horse semen. I stopped for a second and thought, ""Is this how she died?""","So I was going down on my grandma the other night, and I tasted horse semen. I stopped for a second and thought, ""Is this how she died?""",0.759890615940094,0.7036583423614502,0.0562322735786438,0.97501373
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"I'm supporting Trump, and Whitetrash lives matter, from the Hoosier State.","I'm supporting Trump, and Whitetrash lives matter, from the Hoosier State.",0.032379571348428726,0.0037592959124594927,0.028620275435969234,0.8671639
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,To all you saltwater whiteback supremacists... ...your uber is here!!!,To all you saltwater whiteback supremacists... ...your uber is here!!!,0.6520346403121948,0.646452009677887,0.005582630634307861,0.9886833
81094,img/81094.png,1,new swing set installed at linkin park,A new swing set was installed at Linkin Park.,A new swing set was installed at Linkin Park.,0.0006410087808035314,0.0006064796471036971,3.452913369983435e-05,0.9540649
13096,img/13096.png,1,virgin sheep running from horny muslims,Sheep running from horny Muslims.,Sheep running from horny Muslims.,0.8318599462509155,0.7282750606536865,0.103584885597229,0.9036822
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","What do you mean by: ""you're a hero ...and you have to leave.""? Come on dude, let me in.","What do you mean by: ""you're a hero ...and you have to leave.""? Come on dude, let me in.",0.9723014831542969,0.030131293460726738,0.9421701896935701,0.90903413
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"When you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willy, and your made-up gender doesn't protect your willy","When you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willy, and your made-up gender doesn't protect your willy",0.8234732747077942,0.805533766746521,0.017939507961273193,0.93449074
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"This is my wife, and it is 100% legal under sharia law, that is a fact. Coming to a city near you.","This is my wife, and it is 100% legal under sharia law, that is a fact. Coming to a city near you.",0.002503970405086875,0.004582443740218878,-0.002078473335132003,0.9712031
82134,img/82134.png,1,the test results are in and... you are a nigger,The test results are in and... you are a nigger,The test results are in and... you are a nigger,0.9774134755134583,0.9774134755134583,0.0,1.0
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"They say a woman's work is never done, mayhaps that's why they get paid less.","They say a woman's work is never done, mayhaps that's why they get paid less.",0.031403008848428726,0.027716994285583496,0.00368601456284523,0.98904306
52974,img/52974.png,1,which jewish girl is hotter?,Revised meme text: Which Jewish girl is hotter?,Revised meme text: Which Jewish girl is hotter?,0.35900625586509705,0.1715768277645111,0.18742942810058594,0.8577908
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"In my country, I am required to keep my mouth shut. Here, I am free to discuss trash about this nation, with the hope that it can change into a country where I am comp","In my country, I am required to keep my mouth shut. Here, I am free to discuss trash about this nation, with the hope that it can change into a country where I am comp",0.7049494385719299,0.35131245851516724,0.3536369800567627,0.9168212
59376,img/59376.png,1,a head diaper is required when you have shit for brains,A head diaper is required when you have shit for brains.,A head diaper is required when you have shit for brains.,0.9801218509674072,0.9757032990455627,0.004418551921844482,0.9955141
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion",Why don't you care about my future? Stop the refugee invasion.,Why don't you care about my future? Stop the refugee invasion.,0.06798821687698364,0.04802125692367554,0.019966959953308105,0.959359
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"I'm not sexist, sexism is wrong, and being wrong is for everyone.","I'm not sexist, sexism is wrong, and being wrong is for everyone.",0.3684568405151367,0.2534666359424591,0.11499020457267761,0.9418889
96840,img/96840.png,1,what would i do if she was pregnant,What would I do if she was pregnant?,What would I do if she was pregnant?,0.017300622537732124,0.005422690417617559,0.011877932120114565,0.97972727
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"New meme text: Removes polish with chemicals, no one cares. Removes polish with chemicals, everyone freaks out.","New meme text: Removes polish with chemicals, no one cares. Removes polish with chemicals, everyone freaks out.",0.9669277667999268,0.07772035896778107,0.8892074078321457,0.78985023
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","Jesus, why don't people like me? It's because I'm black. Now, go away, little black boy.","Jesus, why don't people like me? It's because I'm black. Now, go away, little black boy.",0.9690417647361755,0.9058177471160889,0.06322401762008667,0.8855062
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"I only wear silk panties, cotton ones remind me of slavery.","I only wear silk panties, cotton ones remind me of slavery.",0.15684030950069427,0.07592914253473282,0.08091116696596146,0.97897005
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,my aunt gonna make you white devils pay for her grandmother owning slaves,my aunt gonna make you white devils pay for her grandmother owning slaves,0.9719513654708862,0.9719513654708862,0.0,0.99999994
57284,img/57284.png,1,jolo jew only live once,New meme text: Live life to the fullest.,New meme text: Live life to the fullest.,0.7303333878517151,0.023638568818569183,0.7066948190331459,0.2424332
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","""Where did you learn to make kool-aid like that, Britney?""","""Where did you learn to make kool-aid like that, Britney?""",0.09117729961872101,0.07222118973731995,0.018956109881401062,0.9912737
28507,img/28507.png,1,when your girl is giving you a handjob under the table,A girl is giving a boy a handjob under the table.,A girl is giving a boy a handjob under the table.,0.7497357130050659,0.27827000617980957,0.47146570682525635,0.48804268
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"Japan reached its highest temperature ever recorded, and it's not where you're wrong, kiddo.","Japan reached its highest temperature ever recorded, and it's not where you're wrong, kiddo.",0.0008932111086323857,0.00400323374196887,-0.0031100226333364844,0.89349777
20183,img/20183.png,1,when you finger an arab girl,"When you touch an Arab girl, her hand turns into a mess of black goo.","When you touch an Arab girl, her hand turns into a mess of black goo.",0.8281850218772888,0.8557783365249634,-0.02759331464767456,0.7137255
7592,img/07592.png,1,justin come here the chevy faggots are mad again,Justin come here the chevy faggots are mad again.,Justin come here the chevy faggots are mad again.,0.9402366280555725,0.9524993300437927,-0.012262701988220215,0.9935608
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","If a Muslim beats his wife, is it domestic violence or child abuse?","If a Muslim beats his wife, is it domestic violence or child abuse?",0.42079487442970276,0.4762306213378906,-0.055435746908187866,0.998235
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,I just hate the mother fuckers who make fun of Islamaphobes.,I just hate the mother fuckers who make fun of Islamaphobes.,0.9983372688293457,0.998095691204071,0.0002415776252746582,0.6999761
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,What's the difference between boy scouts and Jews? Boy scouts come back from camp.,What's the difference between boy scouts and Jews? Boy scouts come back from camp.,0.14924313127994537,0.10082438588142395,0.04841874539852142,0.95169705
2945,img/02945.png,1,you've been hungerstruck!,You've been hungry!,You've been hungry!,0.028389809653162956,0.008978115394711494,0.019411694258451462,0.7334047
64720,img/64720.png,1,randomly deciding to bake something,The man is excited to bake something.,The man is excited to bake something.,0.02602827362716198,0.009524941444396973,0.016503332182765007,0.5192765
34021,img/34021.png,1,"i put the ""ape"" in rape",Ape in rape.,Ape in rape.,0.8009262681007385,0.7562296986579895,0.04469656944274902,0.8315674
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","Gods chosen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"".","Gods chosen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"".",0.6564006209373474,0.5782408118247986,0.07815980911254883,0.8682754
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","Being transgender is not a mental illness, it's just a rejection of reality. It leads to anxiety, depression, and in some cases, self-mutilation or","Being transgender is not a mental illness, it's just a rejection of reality. It leads to anxiety, depression, and in some cases, self-mutilation or",0.2554102838039398,0.05722556635737419,0.19818471744656563,0.91386247
75021,img/75021.png,1,where's jaws when you need him?,Where's Jaws when you need him?,Where's Jaws when you need him?,0.0022361415904015303,0.0022361415904015303,0.0,1.0000002
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"I only wear silk panties, cotton ones remind me of slavery.","I only wear silk panties, cotton ones remind me of slavery.",0.15684030950069427,0.07592914253473282,0.08091116696596146,0.97897005
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","Trump's rally lines are big. His ""concentration camp"" lines are yuge.","Trump's rally lines are big. His ""concentration camp"" lines are yuge.",0.015666566789150238,0.008766772225499153,0.006899794563651085,0.9653016
39475,img/39475.png,1,made rice krispies way before kellogg's,Made Rice Krispies way before Kellogg's,Made Rice Krispies way before Kellogg's,0.0012130608083680272,0.0012130608083680272,0.0,1.0000001
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,I am going to shoot an unarmed black citizen... no pity sex?,I am going to shoot an unarmed black citizen... no pity sex?,0.9864770174026489,0.9765817523002625,0.009895265102386475,0.8088528
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,Kids shouldn't run with scissors. Lesbians shouldn't scissor with.,Kids shouldn't run with scissors. Lesbians shouldn't scissor with.,0.8591433763504028,0.8363999724388123,0.022743403911590576,0.9810929
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"My first thought was ghosts, but it turned out to be a man stealing my TV.","My first thought was ghosts, but it turned out to be a man stealing my TV.",0.03122851997613907,0.007818921469151974,0.023409598506987095,0.79988766
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,Ready for the cupcake? Wake up and smell the bacon! We're losing our beloved America to these goat humpers. Stop being afraid of being called a,Ready for the cupcake? Wake up and smell the bacon! We're losing our beloved America to these goat humpers. Stop being afraid of being called a,0.7786321043968201,0.5083803534507751,0.2702517509460449,0.89891016
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"Nice boobs, I guess it's a tranny. OMG, a shemale.","Nice boobs, I guess it's a tranny. OMG, a shemale.",0.8026484847068787,0.7181599736213684,0.08448851108551025,0.97617066
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","Kenyans are known for their cheerful and laid-back demeanor, often compared to a group of happy sheep. Leading them is a bit like trying to chew gum while","Kenyans are known for their cheerful and laid-back demeanor, often compared to a group of happy sheep. Leading them is a bit like trying to chew gum while",0.19487439095973969,0.006044344510883093,0.1888300464488566,0.7824529
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"When it's the 1600s and you just arrived from Africa, the master looks after you now.","When it's the 1600s and you just arrived from Africa, the master looks after you now.",0.0008986438042484224,0.0038587346207350492,-0.002960090816486627,0.94319886
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,From Foreigners,From Foreigners,0.9472121000289917,0.0008526629535481334,0.9463594370754436,0.32779455
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","These individuals are not human; they resemble people, but they are demonic entities. Despite their appearance, they are not capable of empathy or emotions such as rape, murder,","These individuals are not human; they resemble people, but they are demonic entities. Despite their appearance, they are not capable of empathy or emotions such as rape, murder,",0.9347994327545166,0.044722601771354675,0.8900768309831619,0.8105875
59237,img/59237.png,1,the name's todd... retodd,The name's Todd... Retodd.,The name's Todd... Retodd.,0.0028446891810745,0.0018504337640479207,0.0009942554170265794,0.9899987
17430,img/17430.png,1,sooo gorillas really are humans,Gorillas are really humans.,Gorillas are really humans.,0.2469366490840912,0.2500166594982147,-0.003080010414123535,0.94684386
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp",SMELLS LIKE A CONCENTRATION CAMP,SMELLS LIKE A CONCENTRATION CAMP,0.1600986272096634,0.3058461844921112,-0.14574755728244781,0.73148817
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,Things white people do.,Things white people do.,0.998529314994812,0.3037812113761902,0.6947481036186218,0.74302965
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","Women are like volcanoes, they stay calm for extended periods before erupting and causing destruction. Afterwards, they return to a state of calmness.","Women are like volcanoes, they stay calm for extended periods before erupting and causing destruction. Afterwards, they return to a state of calmness.",0.12747518718242645,0.06180308014154434,0.06567210704088211,0.9375389
83095,img/83095.png,1,what!? no i am not asian '' '',"What? No, I am not Asian...","What? No, I am not Asian...",0.003836319549009204,0.0022567915730178356,0.0015795279759913683,0.91806203
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,So you think we should import Muslims... Did your grandfather import Nazis?,So you think we should import Muslims... Did your grandfather import Nazis?,0.5948176383972168,0.3889014720916748,0.205916166305542,0.9898284
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,When you don't mix the Nesquik powder in your milk properly.,When you don't mix the Nesquik powder in your milk properly.,0.027066577225923538,0.00406580651178956,0.023000770714133978,0.95554364
